id_venta,fecha,producto,categoria,cantidad,precio_unitario,descuento_pct,metodo_pago,cliente_frecuente,satisfaccion,total,opinion_usuario
935.0,2026-05-12,Azúcar,abarrotes,"12,00",31.83,1.9,yape, SI ,1.0,374.7,Buenos precios y productos frescos
936.0,2026-05-13,Detergente,abarrotes,4.0,43.13,14.05,efectivo,no,,,Los precios no coincidían con la etiqueta
937.0,2026-05-15,Leche,lacteos,11.0,27.06,8.22,efectivo,no,3.0,273.19,La compra fue rápida y ordenada
938.0,2026-05-17,Leche,,11.0,30.4,8.06,tarjeta,no,,"307,45",Ofertas interesantes y personal amable
939.0, 2026-05-19 ,Azúcar,panaderia,13.0,20.52,0.18,efectivo,no,4.0,266.28,Muy buena variedad de productos
940.0,2026-05-20,Fideos,lacteos,3.0,34.39,14.91,efectivo,si,4.0,87.79,Ofertas interesantes y personal amable
941.0,2026-05-22,Atún,abarrotes,11.0,44.9,6.6,yape,si,3.0,461.3,Los precios no coincidían con la etiqueta
942.0,2026-05-24,Azúcar,lacteos,14.0,8.48,4.7,plin,no,4.0,113.14,Buenos precios y productos frescos
943.0,2026-05-25,Detergente,panaderia,11.0,-10.3,1.01,yape,no,5.0,112.16,ofertas interesantes y personal amable
944.0,2026-05-27,Azúcar,abarrotes,3.0,24.97,9.11,efectivo,si,1.0,68.09,Buenos precios y productos frescos
,2026-05-29,Leche,lacteos,12.0,22.44,21.97,plin,,1.0,210.12,
946.0,2026-05-30,Leche,abarrotes,,26.36,"8,42",yape,no,2.0,48.28,La compra fue rápida y ordenada
,2026-06-01,Detergente,,9.0,3.63,16.98,yape,si,,,
948.0,2026-06-03,Leche,panaderia,7.0,19.09,18.91,efectivo,,5.0,108.36,Ofertas interesantes y personal amable
949.0,2026-06-05,Detergente,abarrotes,8.0,26.86,8.2,yape,no,5.0,197.26,Mala atención del personal
950.0,2026-06-06, HUEVOS ,lacteos,8.0,26.96,20.54,efectivo,si,3.0,"171,38",Había productos vencidos en el estante
951.0,2026-06-08,Arroz,panaderia,,30.09,"17,30",yape,si,3.0,"24,88",Buenos precios y productos frescos
952.0,2026-06-10,Aceite,bebidas,8.0,32.83,13.98,efectivo,no,3.0,225.92,Ofertas interesantes y personal amable
953.0,2026-06-11,Atún,abarrotes,14.0,29.41,0.02,plin,si,1.0,411.66,Los precios no coincidían con la etiqueta
,2026-06-13,,limpieza,7.0,35.88,0.88,efectivo,no,3.0,248.95,mala atención del personal
955.0,2026-06-15,Pan,panaderia,4.0,28.68,24.77,yape,no,3.0,86.3,Muy buena variedad de productos
956.0,2026-06-16,Atún,limpieza,14.0,24.88,19.56,efectivo,si,2.0,280.19,Ofertas interesantes y personal amable
957.0,2026-06-18,Azúcar,limpieza,2.0,27.87,23.44,yape,no,4.0,42.67,
958.0,2026-06-20,Atún,limpieza,7.0,5.9,-22.56,tarjeta,no,5.0,31.98,Muy buena variedad de productos
959.0,2026-06-22,Detergente,,8.0,13.38,0.51,plin,si,2.0,106.49,Excelente atención y encontré todo lo que necesitaba
960.0,2026-06-23,Azúcar,abarrotes,7.0,24.44,19.8,yape,no,5.0,137.21,La compra fue rápida y ordenada
,2026-06-25, LECHE ,panaderia,13.0,39.47,11.28,tarjeta,si,1.0,455.23,Mucha cola para pagar
962.0,2026-06-27,Azúcar,panaderia,6.0,31.04,19.74,efectivo,si,5.0,149.48,La compra fue rápida y ordenada
963.0,2026-06-28,Gaseosa,abarrotes,14.0,5.43,0.17,yape,no,,75.89,Muy buena variedad de productos
964.0, 2026-06-30 ,Huevos,panaderia,1.0,27.26,7.2,tarjeta,no,2.0,25.3,Buenos precios y productos frescos
965.0,2026-07-02,Detergente,panaderia,,11.15,18.78,efectivo,no,4.0,99.62,Mala atención del personal
966.0,2026-07-04,Fideos,bebidas,,33.43,19.83,yape,no,2.0,241.21,Faltaban varios productos básicos
967.0,2026-07-05,Atún,lacteos,4.0,37.49,15.49,efectivo,no,4.0,126.73,Excelente atención y encontré todo lo que necesitaba
968.0,2026-07-07,Aceite,limpieza,4.0,27.32,7.53,efectivo,si,-1.0,101.05,La compra fue rápida y ordenada
969.0,2026-07-09,Detergente,panaderia,-11.0,27.22,7.76,,si,2.0,,Ofertas interesantes y personal amable
970.0,2026-07-10,,abarrotes,9.0,"16,23",24.17,tarjeta,no,"2,00",110.76,Excelente atención y encontré todo lo que necesitaba
971.0,2026-07-12,Huevos,panaderia,9.0,20.91,10.98,efectivo,no,1.0,167.53,Mala atención del personal
,2026-07-14,Azúcar,panaderia,1.0,39.09,11.18,efectivo,si,2.0,34.72,La compra fue rápida y ordenada
973.0,2026-07-15,Azúcar,bebidas,9.0,32.96,13.81,tarjeta,,4.0,255.67,Mala atención del personal
974.0,2026-07-17,,,14.0,24.11,10.24,efectivo,no,4.0,302.98,Muy buena variedad de productos
975.0,2026-07-19,leche,limpieza,1.0,17.52,13.82,,si,3.0,15.1,Excelente atención y encontré todo lo que necesitaba
976.0,,Huevos,abarrotes,7.0,3.69,10.81,tarjeta,si,1.0,23.04,La compra fue rápida y ordenada
977.0,2026-07-22,Arroz,,7.0,7.72,20.67,efectivo,no,2.0,42.87,La compra fue rápida y ordenada
978.0,2026-07-24,fideos,lacteos,13.0,9.9,22.73,plin,si,5.0,99.45,Faltaban varios productos básicos
979.0,2026-07-26,Aceite,abarrotes,4.0,17.74,23.3,tarjeta,no,2.0,54.43,Excelente atención y encontré todo lo que necesitaba
980.0,2026-07-27,Fideos,bebidas,7.0,42.57,14.11,plin,no,"1,00",255.94,Buenos precios y productos frescos
981.0,2026-07-29,Fideos,bebidas,11.0,23.47,11.05,plin,no,,,Los precios no coincidían con la etiqueta
982.0,2026-07-31,Pan,bebidas,,11.72,17.63,plin,no,1.0,9.65,Buenos precios y productos frescos
983.0,2026-08-02,Fideos,abarrotes,12.0,6.1,-20.96,yape,no,2.0,57.86,Ofertas interesantes y personal amable
984.0,2026-08-03,Atún,bebidas,12.0,16.22,-14.07,tarjeta,no,"5,00",167.25,sin comentario
985.0,2026-08-05,Fideos,bebidas,11.0,36.98,"17,50",yape,si,"2,00",335.59,La compra fue rápida y ordenada
986.0,2026-08-07,Atún,bebidas,10.0,18.18,18.74,efectivo,no,4.0,147.73,Los precios no coincidían con la etiqueta
,2026-08-08,Atún,panaderia,11.0,35.1,16.91,plin,,3.0,320.81,La compra fue rápida y ordenada
988.0,,Aceite,lacteos,11.0,36.42,18.65,,si,2.0,325.9,Buenos precios y productos frescos
989.0,,Huevos,,13.0,6.32,5.22,efectivo,si,4.0,77.87,Había productos vencidos en el estante
990.0,,Pan,panaderia,6.0,27.98,12.46,efectivo,si,3.0,146.96,La compra fue rápida y ordenada
991.0,2026-08-15,Aceite,limpieza,7.0,-43.22,14.71,efectivo,si,2.0,258.04,Muy buena variedad de productos
992.0,2026-08-17,Fideos,limpieza,9.0,18.99,0.06,efectivo,,2.0,170.81,Ofertas interesantes y personal amable
993.0,2026-08-19,leche,lacteos,3.0,3.72,21.4,yape,no,5.0,8.77,
994.0,2026-08-20,Azúcar,bebidas,12.0,41.66,"15,25",efectivo,si,1.0,423.68,Había productos vencidos en el estante
995.0,2026-08-22,,bebidas,11.0,39.94,3.23,plin,si,5.0,425.15,Mucha cola para pagar
996.0,2026-08-24,Atún,abarrotes,-9.0,24.21,20.41,tarjeta,si,3.0,173.42,Muy buena variedad de productos
997.0,2026-08-25,Fideos,limpieza,5.0,25.52,,yape,si,5.0,104.72,Ofertas interesantes y personal amable
998.0,2026-08-27,Aceite,panaderia,5.0,10.71,18.96,tarjeta,no,2.0,43.4,Los precios no coincidían con la etiqueta
999.0,2026-08-29,Detergente,lacteos,7.0,37.15,9.8,efectivo,si,3.0,234.57,Excelente atención y encontré todo lo que necesitaba
1000.0,2026-08-31,Fideos,lacteos,10.0,23.19,21.36,efectivo,no,4.0,182.37,Buenos precios y productos frescos
522.0,2024-06-07,Leche,bebidas,1.0,"6,23",,plin,no,3.0,5.07,Excelente atención y encontré todo lo que necesitaba
738.0,2025-06-10,Aceite,abarrotes,3.0,15.43,7.12,yape,si,3.0,42.99,Mucha cola para pagar
741.0,2025-06-15,Gaseosa,,3.0,14.41,22.46,efectivo,si,2.0,"33,52",Ofertas interesantes y personal amable
661.0,2025-01-30,Leche,bebidas,7.0,21.0,24.56,yape,no,"1,00",110.9,Faltaban varios productos básicos
412.0,2023-12-02,Huevos,limpieza,1.0,,3.73,efectivo,no,,8.92, MUY BUENA VARIEDAD DE PRODUCTOS 
679.0,,Fideos,panaderia,9.0,12.67,0.11,tarjeta,no,5.0,113.9,Muy buena variedad de productos
627.0,2024-12-03,Aceite,limpieza,14.0,16.25,13.54,efectivo,no,2.0,196.7,La compra fue rápida y ordenada
514.0,2024-05-24,Gaseosa,lacteos,11.0,20.69,17.45,tarjeta,si,3.0,187.88,Había productos vencidos en el estante
860.0,2026-01-04,Gaseosa,bebidas,7.0,8.03,16.67,plin,si,2.0,46.84,Ofertas interesantes y personal amable
,2022-08-20,Atún,bebidas,8.0,19.05,11.61,yape,no,4.0,,Ofertas interesantes y personal amable
812.0,2025-10-14,Gaseosa,bebidas,5.0,4.93,23.42,yape,no,3.0,18.88,Mala atención del personal
77.0,2022-05-10,Aceite,,7.0,36.0,17.42,plin,no,4.0,208.1, FALTABAN VARIOS PRODUCTOS BÁSICOS 
637.0,2024-12-20,Huevos,abarrotes,5.0,15.18,21.08,,,5.0,59.9,Mala atención del personal
974.0,2026-07-17,,,14.0,24.11,10.24,efectivo,no,4.0,302.98,Mucha cola para pagar
939.0, 2026-05-19 ,Azúcar,panaderia,13.0,20.52,0.18,efectivo,no,4.0,266.28,Faltaban varios productos básicos
900.0,2026-03-13,Atún,lacteos,3.0,25.65,16.2,tarjeta,si,4.0,-64.48,Mala atención del personal
281.0,2023-04-23,Huevos,bebidas,11.0,8.88,2.92,,no,3.0,94.83,Había productos vencidos en el estante
884.0,2026-02-14,Leche,,1.0,-1.87,"13,92",efectivo,si,1.0,1.61,Había productos vencidos en el estante
762.0,2025-07-21,Fideos,limpieza,,44.42,-17.4,yape,no,1.0,256.84,La compra fue rápida y ordenada
320.0,2023-06-28,Pan,lacteos,11.0,28.46,"-23,08",efectivo,,1.0,240.81,Ofertas interesantes y personal amable
